source,target,dataset
ikaxbi ja nete itan ja hora jotira tsonbi onanyamake nin ja naikan iká ángelbaon itan ja bakenbira onanyamake nokon papa diossenbichoresa onanke,por lo que se refiere a ese día y cuándo vendrá nadie lo sabe ni siquiera los ángeles de dios ni aun el hijo sino solamente el padre,religioso
jainoax nato netemea apobo kikin jonibo jainoax sontárobaon koshibo jatíbi jawékia jonibo atipana jonibo jainoax yonokaatai itan yonokaataima jonibo kini meranbo itan ani makan xaranbo jonékana iki,los reyes de la tierra los ministros los generales los ricos los poderosos y toda la gente tanto esclavos como hombres libres se escondieron en las cavernas y entre las rocas de los cerros,religioso
jatian jaiba bokanketian pilaton jesús yokata iki,pilato le preguntó,religioso
tinki tsinkibo bakebo imawe jaskaaxon jato yoipakewe jawe teebo aki bokanai ixon,forma grupos de trabajo y asigna un sector del aula a cada uno,educativo
jain jato betan noa kanchis nete iká iki,cinco días des pués nos reunimos con ellos en tróade donde nos detuvimos siete días,religioso
mesko sectores del aulabaona benxoai,prepara los materiales de los sectores del aula,educativo
ja selaj iká iki kainánman bake ja kainán iká iki arfaxadnin bake ja arfaxad iká iki semman bake ja sem iká iki noekan bake ja noé iká iki lamekkan bake,hijo de cainam hijo de arfaxad hijo de sem hijo de noé hijo de lamec,religioso
shinankanwe jatixonbi ja shinanbo yoikana,analiza con todos cada una de las propuestas,educativo
nato joibo chicho itan jeman,usando las expresiones dentro y fuera,educativo
pikorakanai mesko shinanbo axonra aki bokanai mesko akinbo yoyo akin jaskatax jakoni teekanti kopi ja wishabora akanai jaton axetiain taxnankin,producirán y leerán diversos textos que les permitirán organizarse y etiquetar con letras el aula,educativo
matonra akai nekebi jaton ikábores oinkin jaweratoboki eara kriston yonoti iki ikai jabaonra onanti jake noaribira jawen yonoti iki ixon,miren las cosas cara a cara si alguien cree pertenecer a cristo piense lo siguiente si él es de cristo lo soy también yo,religioso
jatianmein ja wai ibon jato jaweati iki jaweamakan kaxonra ja teetai jonibo reteti iki,ahora bien qué va a hacer el dueño de la viña vendrá matará a esos trabajadores y entregará la viña a otros,religioso
ikaxbi jesussen jato yoia iki,pero jesús les dijo,religioso
jaskáaketian josekan faraón yoia iki ja rabé keská min namata riki westíora jawékibicho iti yoii iká diossenra jan akí kaai jaweki mia keshanke,josé dijo a faraón el sueño de faraón es uno solo dios ha anunciado a faraón lo que el va a hacer,religioso
ja non papa dios itan non ibo jesukristo rabinon akanwe ja riki jan noa onísai non papa itan jatíbitian jan tantiti koshi shinanyabo imakin noa jenémayamai dios,bendito sea dios padre de cristo jesús nuestro señor padre lleno de ternura dios del que viene todo consuelo,religioso
jatíbi ja nokon ángelbaon rabibakanon iki,que lo adoren todos los ángeles de dios,religioso
jaskáxon ja bake yatanxon uva wainkonia pikobainkin boxon retekana iki,lo tomaron pues lo echaron fuera de la viña y lo mataron,religioso
iborakanai jaskaaxon jakon akin wishatiki,se apropia del sistema de escritura,educativo
westiora calendarioya iwe min jato axeainko ja benbo bakebo itan ainbo bakebaon ointi kopi,ten un calendario en el aula para que los niños y las niñas puedan observarlo,educativo
ikon natokaya riki ja joti ninkakaakatitai profeta iki,este es sin duda el profeta que había de venir al mundo,religioso
oinkanwe já riki ja diossen kordero jan jatíbi jonibaon ocha jato soaxonti ja diossen kordero iki iká riki jatíbi jonibaon ocha kopi kristo mawáti iketian yoii iká,ahí viene el cordero de dios el que carga con el pecado del mundo,religioso
¿jawekeskaaxomein noa jain axeti non jakon ati iki ?,¿cómo podemos organizar nuestra aula?,educativo
"baritia kirika peoti kopira rekenpari bakebo ikanti jake tsinkitaxpari yoyo iki jatikaxbi,",el inicio del año escolar es el escenario propicio para que los niños sientan la necesidad de organizarse,educativo
jaskaaxon onanti kopi tsonakyaki nato jawekibo itina ixon onanti kopi,para saber a quién le pertenecen los materiales y objetos,educativo
jatian ja jema menotai koin oinnax neskati saí ikana iki,y gritaron al contemplar la humareda de su incendio,religioso
bikana iki mesko shinanbo itanribi onankana iki jawemein jakon iti iki ixon jatona,han adquirido muchas experiencias y han aprendido lo que es funcional para ellos,educativo
¿maton yoyo aka nato wisha?,¿han leído este texto?,educativo
ea chibankanwe jonibo biai itiakinbiribi en mato imanon akin,síganme y yo los haré pescadores de hombres,religioso
non ibo diossenra mato xaranmea westíora maton rarebo ea keská profetaribi imanoxiki,el señor dios hará que un profeta como yo surja de entre sus hermanos,religioso
jaskákanainbi josekan jato yoia iki,el les dijo,religioso
ja netenribi ja pozoai iikanai isaaknin jonibo bekana iki jabo bexon isaak keshankana iki ja pozoakin mai chinikin moa jene nokokana,ese mismo día llegaron unos servidores de isaac a comunicarle que habían abierto un pozo y que habían encontrado agua,religioso
tsonbira chopa payo bená chopan onayosma iki akábira jan onaa topo otsiax anii noshitai,nadie remienda un vestido viejo con un pedazo de género nuevo porque la tela nueva encoge tira de la tela vieja y se hace más grande la rotura,religioso
mananxawen yoia iki ino:,el motelo contestó:,cuentos
yoyo ati kirika 3,libro comunicación 3,educativo
jaskara oinnax jonibo ratékana iki,apenas salió el demonio el mudo empezó a hablar y la gente quedó admirada,religioso
bakebaonra yoyo akanai jaskatax jakoni raenanti shinana akanabo,los estudiantes leen un caso para analizar por qué son necesarias las normas de convivencia,educativo
jatian já meranxonra jatíbi jawen atipana koshi maton bia iki,en él ustedes lo tienen todo pues él está por encima de todos los poderes y autoridades sobrenaturales,religioso
jaskara ikaxki mia apo iki,tú eres rey,religioso
jatian moa yoá axoni ikanaitian namá keska meran oinna iki,mientras le preparaban la comida tuvo un éxtasis,religioso
"awe jato teemakin ja tee akanti jawekibo jaatonin jainxon jato akinwe onankanti jawen rastoman,jakon sika jisakan , itanribi jawen ani iamax maxkon jato jayata",permíteles explorar los materiales asignados y ayúdalos a que los identifiquen en función del grosor,educativo
ja dios jain já xobonkora wetsa jatonbi aká jawékibo iti atipanyamake noabikaya riki ja jiria diossen xobo diosbira iká iki neskati yoyo iki,qué tiene que ver el templo de dios con los ídolos nosotros somos el templo del dios vivo dios lo dijo,religioso
jaskáribiakinra chiimapobicho banekantiakin menoanan ja sodoma betan gomorrain iká jonibo jato diossen keyoa iki jaskáxon rama jakonma akí jakana jonibaonribi ja oinxon onankanon ixon,también condenó dios a las ciudades de sodoma y gomorra reduciéndolas a cenizas para que sirvieran de escarmiento a los malvados del futuro,religioso
jakiribi oinribiwe benbo bakebo itan ainbo betan jatibi teebo akana nato sesion ikainko,repasa junto con los niños y las niñas las actividades que desarrollaron en esta sesión,educativo
jaskáaketian en oinna iki ja naikanmeax maiori westíora wishtin paketa,vi entonces una estrella que había caído del cielo a la tierra,religioso
jatian ja apon yoia iki,le contestó el rey,religioso
matoki jawetii panya iki,cuántos panes tienen ustedes,religioso
chosko chonka nete itan chosko chonka yaméra nato main oi bei jenéyamaa iki,estuvo lloviendo sobre la tierra por cuarenta días y cuarenta noches,religioso
ramatian iki miabichores jatíbi jonibo xaran nokon keena keskáres akí jaa joni jaskara ikax maton bakeboyabi wapóro meran weikanwe,entra en el arca tú y tu familia pues tú eres el único justo que he encontrado en esta generación,religioso
ja yoia ian iká iki ani.,la laguna era grande.,cuentos
jatíbi neskarabora en mato yoiai ebetan ikax xabáshaman shinanya mato inon ixon nato netemeaxa meskó jawékininbo mato onitsapiti jake ikaxbi koshiakin shinankanwe ja nato netemea jakonma jawékibora moa enharesa iki akin jesussen jato aká iki,les he hablado de estas cosas para que tengan paz en mí ustedes encontrarán la persecución en el mundo pero ánimo yo he vencido al mundo,religioso
ikaxbi jaweraki ikarin ixon ja joibo en onanyamaitianra ea yoyo akai jonin wetsankoniax joá joni riki ixon ea onanti iki jatian jabiribira en jaskararibi shinanti iki,pero si yo no conozco el significado de las palabras seré un extranjero para el que habla y el que habla será un extranjero para mí,religioso
moa icha joni jato benxoaa iká iki jakopi ja isinaibo beax jesús tii akasi jaki tsamákana iki,pues al verlo sanar a tantos todas las personas que sufrían de algún mal se le echaban encima para tocarlo,religioso
eara wetsa joninbires jaskáakin yoiai ikashamai ikaxbi ea ikonhaax mato kishpinmeenon ixonra en mato jaskáakin yoiai,yo les recuerdo esto para bien de ustedes para que se salven porque personalmente yo no me hago recomendar por hombres,religioso
jainxonra min tee akinai rabe silabanin jawen janen peokoota,así lo harás con las dos sílabas de su nombre,educativo
jakopíra ea keenai nato bake jawen wetsabo betan raantaanan jawen toan min yanka yonoti ea banéti,te ruego pues que yo quede en lugar del joven como esclavo de mi señor para que así el muchacho suba con sus hermanos,religioso
"yoinabaon jane meniti,",dar nombres de animales,educativo
jatianribi iká iki moa levaduraoma aká pan piti fiesta ochómashoko ja paskua fiesta akin akanai,se acercaba la fiesta de los panes sin levadura llamada también fiesta de la pascua,religioso
jaskáakana kaai jabaon rotokana onanti inon ikax mai poto tawasakainbekona iki jaskatax ikonionko kabékona iki,así que los apóstoles se fueron a la ciudad de iconio pero al salir sacudieron el polvo de sus pies en protesta contra ellos,religioso
naponbekon jaskatax westiora shinanbicho akanti kopi,media para que lleguen a un acuerdo,educativo
jaweati ja esébo diossen moisés menia iki,para qué la ley,religioso
jaskáaxon jesussen jato yoia iki jaskara akábo tsoabi keshantima ikaxbi jaskátima yoiabi jatiankaya wetsabo keshanbotankana iki,jesús les mandó que no se lo dijeran a nadie pero cuanto más insistía tanto más ellos lo publicaban,religioso
ja wishati peokotainoax,en nivel alfabético,educativo
¿jawe itan jawekeskatimein axekanai non benbo bake itanribi ainbo bakebo?,¿qué y cómo aprenden nuestros niños y niñas?,educativo
ja esernin bakebobiribi iká iki,los hijos de eser fueron,religioso
¿jaweki min ayorakin noia min axetiki?,¿qué le gustó de su escuela?,educativo
jatian jatíbi jawen rareboyabi diossen bautizanmeeta pekáo noa yoia iki,recibió el bautismo junto con los de su familia y luego nos suplicó,religioso
jaskaribiira sibónman bakebo jaribaa iki jabo iká iki,y los hijos de sebeón,religioso
tsonbi mato ja yoixontibo yamati kopí jakonma akai jonibo xarán jaaxbi diossen bakebo ikax jakonma jawéki ayosmabo ikanwe jato xaranmeaxbikaya nato netemeax wishtinbo ikai keskati penékanwe,así no tendrán falla ni defecto y serán hijos de dios sin reproche en medio de una generación descarriada y pervertida ustedes son luz en medio de ellos como las estrellas en el universo,religioso
bakebaon producciones ainbo bakebo bakebo itanribi evalúa jaton jaton wishai,recoge las producciones de los estudiantes y evalúa su escritura,educativo
jayá senentiainbira en mato yoiai nokon wetsabo noki orankanwe ja non ibon jakon joi ishtontani jatíbiain yoikaanon ixon itan jakonhaxonbo ninkákantiakin matonpari ja joi ninkáxon aká keskáribiakin,por lo demás hermanos rueguen por nosotros para que la palabra del señor prosiga su carrera y reciba honor como pasó entre ustedes,religioso
rama noa winota jawékininra noa onsá meran imai apoki jakonmaataibo riki akinra noa akánake,han pensado ustedes que podríamos ser acusados de rebelión por lo ocurrido hoy no tendríamos excusa alguna para justificar este tumulto,religioso
rama netera shinankanai itan wishakanai seneanti shinanbo jaskatax jakoni raenankanti kopi,hoy acordaremos y escribiremos nuestras normas para una buena convivencia,educativo
jatian japatax jaabo itan jato koríki yokatai oinpachoaiboribi yokakanankana iki neskati,sus vecinos y los que lo habían visto pidiendo limosna decían,religioso
¿jawe joi noa jayatabaonki peokootai noa axetiainko jainoax....?,¿qué palabra de las que tenemos en el aula comienza como ?,educativo
jan ea raana jonira ebébi iki,el que me ha enviado está conmigo y no me deja nunca solo porque yo hago siempre lo que le agrada a él,religioso
ikonrin ja mia jaskaakin yoikanaibó,es verdad lo que dicen,religioso
nato jonira kikin jakonmaibires dioski yoyo ike ixon,qué manera de burlarse de dios,religioso
ja wetsa jonibo nokon joni itin keentimaakinra en mato imanoxiki ja shinan maxkata jonibokira en mato sinámanoxiki akin,yo haré que te pongas celoso de una nación que ni siquiera es nación excitaré tu enojo contra una nación insensata,religioso
nato riki profeta habakuknin orana,oración del profeta habacuq en forma de lamentaciones,religioso
ja joni pikoa pekáora bari pikotaiori iká jakon jati wainko kerubín janeya peiabo imaa iki itan chiibires espada jatíbiori mayatairibira imaa iki ja jiwé jiwinko tsoabi nokótima kopíra aká iki,habiendo expulsado al hombre puso querubines al oriente del jardín del edén y también un remolino que disparaba rayos para guardar el camino hacia el arbol de la vida,religioso
¿jawekeskaaxonmein non onanti iki ainbo bake iamax benbo bakeboki kikin icha iki ixon tsinkitiainkobo?,¿cómo determinarán si hay más niñas que niños o más niños que niñas en cada grupo?,educativo
jonibora nokokanai tsinkitiain jaskaaxon jaton shinananibo yoikanti kopi,las personas participan de una asamblea donde dan y proponen sus ideas,educativo
jatian moa yametainshokobi jatíbi meskó keskati isinaibo jesússiba bokana iki jaskáakin bokanketianra tii axonres jato benxoapakea iki,al ponerse el sol todos los que tenían enfermos de diversos males se los llevaban a jesús y él los sanaba imponiéndoles las manos a cada uno,religioso
¿jawekeskaaxonmein non tsinkipaketi iki?,¿cómo hacemos para seleccionarlos?,educativo
"joniki moa joá iki manishanbi, jawen xae betan reteananaitian.",el hombre aprovechó para huir.,cuentos
nato jawekira iki kai iki jakon paketi jawekeskaakinki min jato shinan amaketianpari,esto será posible cuando los hagas pensar cómo han escrito,educativo
diossen nokon papan xobonkoniax pikóti yoinontianra en yoia iki ja noa nokotainkobo ea yoii nokon poi riki iki iti akin,desde que los dioses me han hecho caminar de un lado para otro lejos de mi patria le dije tú me harás el favor de decir en cualquier lugar donde lleguemos que soy tu hermano,religioso
jaskákinra jatíbi ja sakerdotebaon koshibo itan esé onanbo jato herodesnin kenamaa iki jainxon jato yokata iki jaweranoax kristo pikótiki yoikatikanai ixon,reunió de inmediato a los sumos sacerdotes y a los que enseñaban la ley al pueblo y les hizo precisar dónde tenía que nacer el mesías,religioso
oinwe jakonshaman axon bakebaon atipana jawekibo jawekeska axonki akanti atipana mesko atikoma jawekibo jatoki joaitian,canalice positivamente las potencialidades individuales de cada uno de los niños cuando afrontan diferentes retos en su ejercicio ciudadano,educativo
ja jawékiakanara jaton shinan meran weíyamai jaton poko meranres boax moa ori jokonribiai akin,pues no entra en el corazón sino que va al estómago primero y después al basural,religioso
jan noa kishpinmati kristo joxonmein,cuando venga el mesías,religioso
neskarabora winota iki jaskara iti yoii profeta isaías,así se cumplió lo que había anunciado el profeta isaías,religioso
bewai jenekanti jake itan,dejarán de cantar y,educativo
jakon akin jeebo joyonboai iamax jee ochoma ikaboribi,en nivel alfabético o próximo al alfabético,educativo
jaskáa yoia iki,jesús le dijo,religioso
abánon ja noa jan manátia imai diossenbi raroshaman itan jakonbires mato imakin ja ikonhaibo mato iketian jainxonribi jawen shinanman atipana koshin mato akinbanon jaskatax mato bebonbires manátia iti kopí pablon tee akábo,que el dios de toda esperanza los colme de gozo y paz en el camino de la fe y haga crecer en ustedes la esperanza por el poder del espíritu santo pablo se siente responsable de los cristianos de roma,religioso
judíobaon apo iki iká,el rey de los judíos,religioso
jatian moa sokota oxe tooya ikenra diossen jawen ángel gabriel raana iki ja galilea main iká nazaret janeya jemanko,al sexto mes el ángel gabriel fue enviado por dios a una ciudad de galilea llamada nazaret,religioso
meskokeskaakinbo jee awe icha jonibo yoyo ikai keskaakin ninkakanti kopi,lee variando el tono de voz para marcar el cambio de los personajes,educativo
jatianra oranhananbi jato joi yoiboreskin non jenetima iki akin,mientras que nosotros nos dedicaremos de lleno a la oración y al ministerio de la palabra,religioso
bakebo akinwe benakinki jaskatax meskotibo tsinikanti,ayuda a los estudiantes a buscar estrategias para jugar,educativo
jainxonra jesussen jawékiki yoinmeeta esé jato yoia iki jaskáaxon shinan namanyamakin orankin jenekantima jato onanmanoxon,jesús les mostró con un ejemplo que debían orar siempre sin desanimarse jamás,religioso
jainxon ja boí bekana sakerdotebaon koshibo itan ja dios rabiti xobo meran iká polikiabo jainoax ja judíobaon joni koshibo jato jesussen neskáakin yoia iki,jesús se dirigió después a los que habían venido a prenderlo a los jefes de los sacerdotes y de la policía del templo y los ancianos de los judíos y les dijo,religioso
yoyo ati kirikabo benxoatinkoki ja meskokeska wishakana,si en la biblioteca tienen varios libros de un mismo autor,educativo
sika iamax jan sikaa,color o uso,educativo
diossen jawen jonibo kerásma itiakin soaa,tengan pues mucho cuidado y no cometan tal traición,religioso
benbo bake itan ainbo bakebora oinmakanai jaskatax axekana nato unidad ikainko,se presentará a los niños y a las niñas los aprendizajes que lograrán en la unidad,educativo
westiora papelotiainkoxon awe chosko ashtaya jaskaaxon peoti kopi,prepara un papelote con el cuadro para planificar,educativo
janbicho yoyo akai,que lee de forma autónoma,educativo
jaskáakin oinnax jatikaxbi ratékanaitian jesussen jato yoia iki,pues todos estaban asustados al verlo así pero jesús les habló,religioso
crokis awe jaskaaxon jaweki ikabo meratiya itan jain boti wishiyabo,elabora croquis usando referentes para ubicar objetos y expresar rutas,educativo
ja korderonin wanoti fiestanko kenaabora diossen jato raro imati iki akin jainxon ea yoiribia iki,felices los que han sido invitados al banquete de bodas del cordero y añadió,religioso
ea pablo silvano timoteo jatíxonra ja tesalónikainoa joi akaibo non saludo bomai jaboribi ja non ibo jesukriston papa dios betan ikanaitian diossenbi jawen noimisti shinan betan jawen xabá shinanman mato akinboresbanon pablon dios iráke aka,pablo silvano y timoteo a la iglesia de los tesalonicenses congregada en dios padre y en cristo jesús el señor permanezcan con ustedes la gracia y la paz,religioso
pabloki mato kopi korosen akana iki,acaso fue pablo crucificado por ustedes,religioso
ja oi bei peokootai netenribira noé jawen bakeboya sem kam jafet itan jawen awin jainoax jawen baban ewabo betan wapóro meran jikia iki,ese mismo día noé entró en el arca con sus hijos cam sem y jafet su esposa y sus nueras,religioso
jaskara ikenra maton onanti jake ja non ibo ishton joyamai riki noa kishpinmeekanabo ikanon ikax neskara joiboribira diossen jawen onan shinan meniatonin ja non wetsa pablon mato wishaxonke,consideren que la paciencia de nuestro señor es para nuestra salvación como lo escribió nuestro querido hermano pablo con la sabiduría que le fue dada,religioso
ja jawen bake moa pikóketian rakel iká iki neskati,concibió y dio a luz un hijo y exclamó,religioso
jatíbi matobora joé keska meran ikax moa néteshaman merannoabo iki noabo riki moa kikin yamé keska meranoamabo,todos ustedes son hijos de la luz e hijos del día no somos de la noche ni de las tinieblas,religioso
jatian jaskatax iiti moa chonka chosko baritia pekáo ea jakiribi bernabé betan jerusalénhain karibaa iki jain kakin en titoribi ioa iki,hace catorce años subí de nuevo a jerusalén con bernabé llevando a tito con nosotros,religioso
ichaxonra ja noo xaranmeax ikonshaman winota jawékibo wishakin tanakana iki,algunas personas han hecho empeño por ordenar una narración de los acontecimientos que se han cumplido entre nosotros,religioso
jatian ea pablonra nato saludo enbi mato wishaxonai,el saludo es de mi puño y letra pablo,religioso
"ichatamainoax iki ika,",menos que y tantos como,educativo
ja nazaret janeya jemamea jesúsra dios bebon itan jonibo bebonribi jawen akainkobo itan jawen yoyo ikainkobo atipana koshi shinanya profeta iká iki,todo el asunto de jesús nazareno era un profeta poderoso en obras y palabras reconocido por dios y por todo el pueblo,religioso
ikaxbi galión ja akaya main joni koshi inontianra judíobaon tsinkíxon pablo jakonmaakana iki jaskáxon jakonmaakin yoinoxon galiónhiba bokana iki,siendo galión gobernador de acaya los judíos acordaron unánimemente hacer una manifestación contra pablo lo llevaron ante el tribunal y lo acusaron,religioso
jawetianki isinai oinxon non mia koirana iki jawetianki kárkel meran iketian oinnax mia oinni noa kaa iki iki ikanti iki,cuándo te vimos enfermo o en la cárcel y fuimos a verte,religioso
banewe jaweranoki nokokanama iki nivel alfabetiko ikainko,detente en los lugares en los cuales aún no han llegado al nivel alfabético,educativo
nonra prisma akai kirika pein,construimos el prisma con hojas de papel,educativo
pei kirika mesko sikayabo,hojas arco iris,educativo
jaweatiki aká ja kikinbires kopí ininti yoyókin,cómo pudo derrochar es te perfume,religioso
ikonshamanra en mato yoiai jatíbi neskarabora senenoxiki ja ramatian jaa jonibo mawákanamabi,yo les aseguro que no pasará esta generación hasta que todo eso suceda,religioso
jaskáakin yoia jakobnin jawen awinyabi jawen bakebo jainoax jatíbi jabé jaaboribi jato yoia iki,llamó jacob a toda su familia y a los que estaban con él y les ordenó,religioso
westiora papelotenko awe wishapakekin jatibi ainbo bakebo itan benbo bakebaon wishapakekanaibo,anota las ideas de las niñas y los niños en la pizarra o en un papelote,educativo
enra mato kachianbainyamai mato betan ikíra ea jakiribi joribai kaai,no los dejaré huérfanos sino que volveré a ustedes,religioso
ja min atipana koshi jato oinmawe papá akin,padre da gloria a tu nombre entonces se oyó una voz que venía del cielo lo he glorificado y lo volveré a glorificar,religioso
jaskáakin jawen yonoti lean bimaa awinhaxon jakobnin jabé bakearibaa iki,y zelfa esclava de lía dio un hijo a jacob,religioso
shokochaa iwanaxa nenoa jonibo ja min awin betan oxakeankanke,por poco uno de aquí se acostaba con tu esposa y tú nos cargabas con un delito,religioso
jisé bixon piwé ja min piara mishkin keska batashaman iti iki ikaxbi min poko meran boaxa moa moka iti iki akin,toma cómetelo en tu boca será dulce como la miel pero te producirá acidez en el estómago,religioso
jainxonki jaweribi maton oinna iki westíora profetaki maton oinna iki ikon riki jara maton oinna iki jara westíora profeta xewina iki,entonces qué fueron a ver un profeta eso sí y créanme más que profeta,religioso
¿jawekeska axonmein non ati atipanke shinan akin jaskatax noa jakon ninkakananti kopi?,¿cómo podemos escribir el acuerdo para que todosas lo entendamos mejor?,educativo
bakebo yokapakewe jawe kopiki costankana iamax costanyamakana ja kirikain joni yoikanaibo ixon,opina dando razones sobre lo que le gusta o le disgusta de los personajes,educativo
nokon wetsabó non shinan meran non jakonma akábo yamaketianra dios bebon ikoni jaki koshiabo noa ikanai,amadísimos si nuestra conciencia no nos condena tenemos plena confianza en dios,religioso
joyobo tiibi itan ishtonribi,fila por fila y de corrido,educativo
ja bebon,al pie de este,educativo
unidades didactikasbo itanribi ja axetiainkoniax teeti kaibo itan jawe jawekiboki nokokasaixon yoyo ati kirikain itan toponto ikainkobo,las unidades didácticas y sesiones de aprendizaje desarrollan competencias y capacidades de las áreas curriculares de comunicación y matemática,educativo
¿jawe kopimein noa winota jawekibo non ake shinanribikin?,¿para qué nos ha servido recordar nuestras experiencias?,educativo
ikaxbi ja yonoti jakonma ixon atiki nokon ibora ishton joyamai ixon shinantaanan,no será así con el servidor malo que piensa mi señor se ha retrasado,religioso
"ixon shinanwe toponti jawekiainoa jawekeska akimein nato tee ati iki nato tsama jawekiainxon,",actúa y piensa matemáticamente en situaciones de regularidad,educativo
ja min bake benjamín iká jawékibo en oinbanon eki jenewe papá,quita la vida a mis dos hijos si no te lo devuelvo,religioso
bakebo meskokeska shinanyabo tsinkiwe ikaxbi,junta a los estudiantes con hipótesis diferentes pero próximas,educativo
ja pikota pekáopari ja joshin kintan nexawana bake pikota iki ja pikóketian janea iki zérak akin,detrás salió el que tenía el hilo atado a la mano y lo llamó zeraj,religioso
jain iká iki westíora romano sontárobaon ofikial jan akonbireskin noia jawen yonoti iká iki isini mawatibishoko,había allí un capitán que tenía un sirviente muy enfermo al que quería mucho y que estaba a punto de morir,religioso
jaskáakin noa yoiketian jain ikáboyaxonbi pablo jerusalénhain raankashamakin non tea iki,al oír esto nosotros y los de cesarea rogamos a pablo que no subiera a jerusalén,religioso
jatian jesussen jato neskáa iki,el les dijo,religioso
ibanon tsoabires inonbi,no hay distinción de personas,religioso
ja jesussenra moabi jato yoia iká iki jawetianbira westíora profeta jawen mainxonbi tson ikonhayosma iki akin,el había afirmado que un profeta no es reconocido en su propia tierra,religioso
ikaxbi jawen titan jato yoia iki,y querían ponerle por nombre zacarías por llamarse así su padre pero la madre dijo,religioso
axeti chichoxon iamax jemanxon,dentro o fuera del aula,educativo
jaskatira ikai ja profeta isaíassen yoini joibo jatoiba seneni jara inike neskati,en ellos se verifica la profecía de isaías,religioso
"jainoaxra axei bokanai meskokeska jawekibo itanribi onananani jabe bake bobetan,",en la cual vivirán experiencias que les permitirán reencontrarse con sus compañeros,educativo
benbo bake itan ainbo bakebo yoiwe oinkanti koadro janeya sectorainoa janekana axeti winoibatain itan ani wishain,pide a las niñas y los niños que observen el cuadro con el nombre de los sectores elegidos en la sesión anterior y que elijan qué cartel del sector desean elaborar,educativo
jatian ja jonibo xaranribi westíora ainbo iká iki moa chonka rabé baritia jimi boani isinai jato raonmakin jatíbi jawen koríkishokobo moa keyoyona iká iki ikaxbi moa tsonbi benxoati atipanyamaa,entonces una mujer que padecía hemorragias desde hacía doce años y a la que nadie había podido curar,religioso
"ja taxnantibo ,kirikabo itan goma",etiquetas o papel y goma,educativo
jaskara kopí tsoabaonki ja esé meran iká senenhati joibo atibires keskáshokobobi senenhayamai itan wetsaboribi jaskati jati jato onanmayamai jabora diossen ikinaton jatinko jawemabi ikanti iki,por tanto el que ignore el último de esos mandamientos y enseñe a los demás a hacer lo mismo será el más pequeño en el reino de los cielos,religioso
tsinkiwe jaya teeti jawekibores,prevé los materiales necesarios,educativo
jaskara joé keskara iti jake maton iká jawékibo jonibo bebon ja maton jakon jawékibores akaitian oinxon jabaonribi ja naikan iká papa rabishokokanti kopí diossen esé jato jesussen onanmaa,hagan pues que brille su luz ante los hombres que vean estas buenas obras y por ello den gloria al padre de ustedes que está en los cielos una ley más perfecta,religioso
yoyo ati kirika tsinitina,libros de juegos,educativo
baké jatian miara ani diossen profeta akin anoxikanai minpari rekenxon ja non ibo joti iketian benxokaanon ixon jato yoiaitian,y tú niño serás llamado profeta del altísimo porque irás delante del señor para prepararle sus caminos,religioso
presentamos winota jawekibo,presentamos anécdotas,educativo
jawetianki wetsanko kaa iketian oinxon non xobon mia non bia iki jawetianki chopa keyota oinxon mia non chopa menia iki,cuándo te vimos forastero y te recibimos o sin ropa y te vestimos,religioso
yoyo iwe benbo bake itan ainbo bakebo betan jato axekanakiri,conversa con los niños y las niñas acerca de todo lo que han aprendido,educativo
jaskara kopí ja moatian mato ikátiai keskati jaai jenétaanan ja shinanbo moa jenekanwe jatíbi ja jawékibora moa jakonmaata iki ja paramis shinanman imaa,se les pidió despojarse del hombre viejo al que sus pasiones van destruyendo pues así era la vida que llevaban,religioso
jatianki tsoa iti iki nato joni niwe betan bechonbaonbi jawen joi ninkáxonai ikax,quién es éste que hasta los vientos y el mar le obedecen,religioso
matora nokon plata betan oro yometsoa iki nokon kopí jawékibora maton diossen xobonko maton boá iki,ustedes que robaron mi plata y mi oro y se llevaron mis más hermosas joyas a sus templos,religioso
cartel de planificacioman teewe yokawe jato shinankanon ja tee awankanabo neten itan yoikanon jawekopi awankana ixon,usa el cartel de planificación y pídeles que recuerden lo que hicieron durante el día y que expliquen para qué lo hicieron,educativo
nato kirika meran en mato yoiai joibora ikon iki enra mato paranyamai jara diossenbi onanke,todo esto lo digo ante dios él sabe que no miento,religioso
jaskaketian ja komandanten joxon pablo yokata iki,el comandante vino y le preguntó dime,religioso
atima yoiamakanwe ja nokon janenko ratéti jawéki akaibora eki jakonmaibo yoyo iti atipanyamake,no se lo prohíban ya que nadie puede hacer un milagro en mi nombre y luego hablar mal de mí,religioso
¿jawekeskaraki mato ibata?,¿cómo se sintieron?,educativo
moara neno yamake jan yoipachoai keskatira moa jirike,no está aquí pues ha resucitado tal como lo había anunciado,religioso
jain oxaxon namá meran oinna iká iki naikameaxbi joax maikibi nokota tapiti,mientras dormía tuvo un sueño,religioso
meskokeska kirakabo ikainko wishakanabo onantishama,en diversos tipos de textos con varios elementos complejos en su estructura,educativo
ja chonka machan min oinna riki jan jato ikinkin peoamapari chonka apobo ikaxbi westíora horara onsá yoina betanbi ja apobaon koshiaribi ikanti iki,los diez cuernos son diez reyes que todavía no han recibido el reino pero tendrán poder por una hora junto a la bestia,religioso
serug kimisha chonka baritiaya iketianra jawen benbo bake nakor pikota iki,cuando serug cumplió treinta años fue padre de najor,religioso
westiora jawekibi iti yamake baransaki aka,ningún producto estará sobre la balanza,educativo
