source,target,dataset
"kawe, ishton","vamos, aprisa.",flashcards
min kafera nokon ken iki,me gusta tu café.,flashcards
nonra aki iitai,estamos progresando.,flashcards
akini riki ea,estoy ayudando.,flashcards
parantabora panshinbo iki.,los plátanos son amarillos.,flashcards
wara kikini sei ikai,él grita mucho.,flashcards
eara pei kirika kenai,necesito papel.,flashcards
jan kepenti jenewe,deje la llave.,flashcards
icha boxya,tiene muchas canas.,flashcards
eara rakeyamai,no tengo miedo.,flashcards
non kenra ike,nos gusta.,flashcards
nomerobora ea axeai,estudio matemáticas.,flashcards
¿min nato joto ointi atipana?,¿podrías enmarcarme esta foto?,flashcards
enra nato yoiti atipanke,puedo confirmar esto.,flashcards
nato sikakana oinwe,mira esta pintura.,flashcards
tomra yoyo ike,tom intervino.,flashcards
¿jawe min bikasai?,¿qué quieres comprar?,flashcards
¿jaweki winota neskarainko?,¿qué pasó a continuación?,flashcards
tomanra jawe yoiwanke,tom ni pidió disculpa.,flashcards
¿mato japonesbo iki?,¿son japoneses?,flashcards
enra mato manawanke,les esperaba.,flashcards
¡kikin jakoinra!,¡qué festín!,flashcards
beisbol ointira nokon ken iki,me encanta mirar béisbol.,flashcards
enra rama ati atipanke.,lo puedo hacer ahora,flashcards
netetax yoyo iwe,habla calladito.,flashcards
¿moa min pia?,¿has almorzado?,flashcards
bakishra xana ibake,ayer hacía calor.,flashcards
bemana joshina riki mia,tienes la cara enrojecida.,flashcards
xomox aniyarin mato,tienen agujetas.,flashcards
mia pari,usted primero.,flashcards
¿westiora tsiki ikainkorin mia?,¿estás en una banda?,flashcards
neno ipain riki,ojalá estuviera aquí.,flashcards
matora moa kati atipanke,pueden irse.,flashcards
akanai oinresai,soy diplomática.,flashcards
¿jawe kopi min jaskaaka?,¿para qué hiciste eso?,flashcards
yoyo iyamawe,no interfieras.,flashcards
¿minki ja onanyama?,¿acaso no sabes eso?,flashcards
¿jawe xeairin mia?,¿qué estás tomando?,flashcards
itsipatarini aparoni icharine.,tenía un pariente.,cuentos
¿min oinkasai?,¿quieres ver tu pieza?,flashcards
kimisha semanaya riki mia,tienes tres semanas.,flashcards
eara ransati yoiwanke,me pidió que bailara.,flashcards
nonra ayamaibake,nunca tuvimos oportunidad.,flashcards
¿min nobetan bariapan jawekiakasai?,¿quieres almorzar con nosotras?,flashcards
masa shinanyamai jisa,pareces despreocupado.,flashcards
isinai jisa riki ja,él parece enfermo.,flashcards
¿tsonki jenea?,¿quién renunció?,flashcards
jain ea kamawe,déjame ir allí.,flashcards
¿min tia akasai?,¿quieres tocarlo?,flashcards
minra yoiyai,tú decides.,flashcards
¿en mato yame pikinti atipana?,¿puedo invitaros a cenar?,flashcards
¿jawe akiki tom neno ika?,¿qué hacía aquí tom?,flashcards
tomasra banetai,tomás se queda.,flashcards
―jerobe nokantabetimpi poijateri piri.,"―ya ves, por no acompañar a tu padre.",cuentos
tomra kaibake,tom caminó.,flashcards
enra alemanin yoyo iti onanyamake,no sé hablar alemán.,flashcards
¿ea kati atipana?,¿puedo ir?,flashcards
tomanra ake,tom se sirvió.,flashcards
janra jakomakaswanke,él quería destruirlo.,flashcards
¿enki mia basi manama?,¿te hice esperar mucho?,flashcards
noara yakati jake,deberíamos sentarnos.,flashcards
ichaira xea riki,tomó demasiado.,flashcards
¿jainki winoibata?,¿es allá donde pasó?,flashcards
jainra min shinan ibake,tú tenías razón.,flashcards
¡jakon baritia?,¡feliz año!,flashcards
shinataxra yoyo ibake,puso una queja.,flashcards
¿jonira oinyamawanke?,¿no vieron al hombre?,flashcards
jatibira jainbi baneke,todo paró.,flashcards
iritake peinanchari koshoshika.,que él se convirtió en sapo.,cuentos
¿tomki sinata iwana?,¿estaba tom enojado?,flashcards
jain awe,ponedlo allí.,flashcards
jawetiki non ribina?,¿cuánto les debemos?,flashcards
ari yareitimotakari icharine.,llegó donde su pariente.,cuentos
¿banekiai jan jikiti?,¿le queda algún boleto?,flashcards
yantapa ibanko.,construyó su casa.,cuentos
¿tomanki aka?,¿fue tom?,flashcards
tomanra keras jawekibo tsekai,tom sacó la basura.,flashcards
mekayao yakawe,siéntate derecho.,flashcards
jakonra ea ikai,estaré bien.,flashcards
¿moa teetarin?,¿tiene experiencia?,flashcards
neno banenon ikanwe,quedémonos acá.,flashcards
¿mia jawe ribi kenai?,¿quieres algo más?,flashcards
ja atikoma jawekiya yamai,no tendrá ese problema.,flashcards
jakoinra joni riki ea,soy un buen sujeto.,flashcards
¿mia frances axekasai?,¿quieres aprender francés?,flashcards
ransatibora nokon kenma iki,las fiestas me aburren.,flashcards
ja kopira en ake,lo hice por él.,flashcards
nonra jato akinai,nosotros compartiremos.,flashcards
ninkati riki,le perdonamos.,flashcards
jaskaakasira noa iwanke,todos queríamos venganza.,flashcards
moabires ea iwana,llevo horas lista.,flashcards
jara ochoma iwanke,ese estuvo cerca.,flashcards
jakonra ibake,estaba muy bien.,flashcards
¡eabichora banekasai!,¡quiero quedarme sola!,flashcards
rama awe,hazlo ahora.,flashcards
tomra kikini onisa iki,tom está muy triste.,flashcards
enra kananti jake,tengo que ganar.,flashcards
eara jawe yoikantima ika iki,fui realmente sensible.,flashcards
ichama tanawe,prueba un poco.,flashcards
ari yaretapakaro aparo pankotsi.,entonces llegó a una casa.,cuentos
¿mia wanokasai?,¿quieres casarte?,flashcards
sinataxra yoyo ike,lloró amargamente.,flashcards
¿natoki jaweti iki?,¿cuánto es esto?,flashcards
jain yoyo ikaishaman,eres decidido.,flashcards
enra onanshamayamake,no sé exactamente.,flashcards
enra oinkashamake,trataba de no mirar.,flashcards
jakonrin mia,estás bien.,flashcards
enra mato oinkasai,espero verlos.,flashcards
¿jawe shinanirin mia?,¿qué estás insinuando?,flashcards
¿jawerano mia kakasai?,¿a dónde quieres ir?,flashcards
ori kanon iwe,vamos hacia allá.,flashcards
enra xepoke,he bloqueado la puerta.,flashcards
xoa riki ea,estoy gordo.,flashcards
janra en akinti yokawanke,ella me pidió ayuda.,flashcards
jakoinra ibake,estaba tan bien.,flashcards
senenres oxawe,duerme lo suficiente.,flashcards
¿tsobe yoyo iki mia ika?,¿con quién estabas hablando?,flashcards
eara axekashamai,odio estudiar.,flashcards
tomanra atikoma jaweki ninkatai,tom entiende el problema.,flashcards
enra leche xeati atipanyamake.,no puedo beber leche.,flashcards
eara jawebi ribinyoma iki.,estoy libre de deudas.,flashcards
mia rabinyamai,deberías avergonzarte.,flashcards
¿tsoaki sai ika?,¿quién gritó?,flashcards
tomra ibake rateta,tom estaba aterrorizado.,flashcards
noa ikokananke,nos abrazamos.,flashcards
kikin raroira riki noa,estamos tan felices.,flashcards
timananira ikanai,están peleando.,flashcards
nonra jakon awanke,mejoramos la calidad.,flashcards
¿minki jan jane onana?,¿conoces su nombre?,flashcards
moa atiresbo,son muy listos.,flashcards
jain perakantira yankon iki,la mesa es verde.,flashcards
kikini rabini riki ea,estoy tan avergonzada.,flashcards
jakira rakekanai,le tienen miedo.,flashcards
¡jakon akin shinanwe!,¡piénsalo bien!,flashcards
tom betan yoyo iki riki ea,estoy hablando con tom.,flashcards
natora en wishake,anote esto.,flashcards
jakon riki,bien por ti.,flashcards
oinresira ibake,solo estaba especulando.,flashcards
¿peinin kopiati atipana?,¿puedo pagar con cheque?,flashcards
¿eaki joai iti atipana?,¿puedo ser el siguiente?,flashcards
¿jawekeskaakinki en akinti atipana?,¿cómo puedo ayudaros?,flashcards
¿mia xoboya iki?,¿tienes casa?,flashcards
noara yometsoakanke,fuimos robados.,flashcards
tashira yamake,no hay sal.,flashcards
enra merake,lo he encontrado.,flashcards
rama noa jenewe,ahora déjanos.,flashcards
¿nato bicicleta en boti atipana?,¿puedo usar esta bicicleta?,flashcards
jakon riki ea,soy intranquilo.,flashcards
min non kenai,nos necesitas.,flashcards
ea manawe,un momentito.,flashcards
minra vegetalesbo piti jake,deberías comer vegetales.,flashcards
¿mia jakon iki?,¿está satisfecho?,flashcards
tomasninra jain wishati yokawanke,tomás pidió una pizza.,flashcards
¿jawe min chikoa?,¿qué derramaste?,flashcards
westiora yankon kotonya riki ea,tengo una camisa verde.,flashcards
jara kikin ikon iki,esto es muy cierto.,flashcards
ichacha moa wishakana tsinkiwe,debes reunir más información.,flashcards
¿min ea yoiti atipana?,¿puedes explicármelo?,flashcards
¿mia jawe atiyoma iki?,¿estás aburrido?,flashcards
¿mia nakatiya iki?,¿tienes chicle?,flashcards
shokochara tantiti jake,debería relajarse un poco.,flashcards
jabaonra onanke jaweki winota ixon,ellos saben qué pasó.,flashcards
enra onanke jaskaakin ati,sé como hacerlo.,flashcards
eara wanoke,me casé.,flashcards
jorati jake,debería haber venido.,flashcards
osanresi mia,todavía estás sonriendo.,flashcards
¿ani jemankorin mia?,¿estás en la ciudad?,flashcards
¿min chekebo bia?,¿recibís cheques?,flashcards
mia chibanira ibake,te estaba siguiendo.,flashcards
¿oinkanarin moa?,¿estoy calificado?,flashcards
enra frances onanke,yo sé francés.,flashcards
¿jawekeskaakinki shinan aka?,¿cómo decidió?,flashcards
enra jen akai yoikanai jawekibo,acepto sugerencias.,flashcards
min sueter sawewe,ponte este suéter.,flashcards
osanti akires,solo bromeo.,flashcards
¿miaki shinanbenota?,¿acaso te olvidaste?,flashcards
mia nokokasira ea ibake,esperaba encontrarte.,flashcards
jaki yoyo iwe,conserva eso.,flashcards
¿jain noeshaman piti maroaiki onana?,¿conoce un buen restaurante?,flashcards
tom riki ea,soy tom.,flashcards
¡jakomaakin jawekibo jenereskanai!,¡qué gasto de energía!,flashcards
axea riki ea,tengo formación.,flashcards
enra onanke jaweranoki ja itina ixon,sé dónde está ella.,flashcards
kati riki,aquí vamos.,flashcards
jawebira ea axeyamake,no aprendí nada.,flashcards
enra nexaibake,lo esposé.,flashcards
enra jato bokasai,quiero manejar.,flashcards
enra moa manati atipanyamake.,no puedo esperar más.,flashcards
mia oinmakasira ea iwanke,quería enseñártelo.,flashcards
―meeka pijate pajitena nija.,―ahora ve a traerme agua.,cuentos
icha seneanti jawekibo akai,pone muchos deberes.,flashcards
¿enki nati kaja kepenti atipana?,¿puedo abrir esta caja?,flashcards
¿raroma riki mia?,¿no estás feliz?,flashcards
jawebira jakoma yamake,nada estaba mal.,flashcards
noara rabekax ania iki,nosotras crecimos juntas.,flashcards
―¿jaoka yoakerori nopakeri osheki?,―¿dónde está lo que te di en abundancia?,cuentos
mia bakish oinba,hasta mañana.,flashcards
bakishra tom joai,tom viene mañana.,flashcards
enra mia ointi atipanyamake.,no puedo ni mirarte.,flashcards
¿quimica axeirin mia?,¿estudias química?,flashcards
"kafe axonwe, min ninkata","más café, por favor.",flashcards
bakish ea kenawe,contáctame mañana.,flashcards
nato riki nokon poi,ésta es mi hermana.,flashcards
titara yonaya iki,mamá tiene fiebre.,flashcards
noa potayamawe,no nos deje.,flashcards
wara kikini yoyo ikai,él habla mucho.,flashcards
chorish riki mia,eres duro.,flashcards
¿xepoti xepoban?,¿cierro la puerta?,flashcards
¿jawe mato kenai?,¿qué quieren?,flashcards
¿jaweki non akai?,¿qué haremos?,flashcards
tomra chopayoma ibake,tom estaba desnudo.,flashcards
jakonra kai,va bien.,flashcards
"jansoirin mia, ¿ikon?","estás mintiendo, ¿cierto?",flashcards
enra onanke wetsakeska jawekibo,sé la diferencia.,flashcards
¿enki biti atipana?,¿puedo tenerlo?,flashcards
yoyo areswanke,seguí leyendo.,flashcards
tomra benota ibake,tom estaba perdido.,flashcards
¿kikini paxkinarin mia?,¿cómo de cansado estás?,flashcards
mia kopi yoyo iwe,habla por ti.,flashcards
ponte yoiwe,ten seguridad.,flashcards
¿jawe ati mia kenai?,¿quieres que haga algo?,flashcards
¿ikoni mia jakomanankasai?,¿realmente querés pelear?,flashcards
¿mia suajualinin yoyo ikai?,¿hablas suajili?,flashcards
¿jawe ribi mia kenai?,¿necesitas algo más?,flashcards
¿enki mia jakiribi ointi atipana?,¿puedo volver a verte?,flashcards
nokon poi keska riki ea,soy como mi hermana.,flashcards
shinanipari riki ea,todavía estoy pensando.,flashcards
botella xepenwe,abre la botella.,flashcards
bewa ninkanon awe,escuchemos música.,flashcards
jainrin mia,estás empapada.,flashcards
¿mia yometsoakana?,fuiste robado?,flashcards
¿mia jawekibo bii kakasai?,¿quieres ir de compras?,flashcards
en mia boban,le acompaño.,flashcards
eara australia onankasai,me gustaría visitar australia.,flashcards
ja ikoantira en onanyamake,no sé qué creer.,flashcards
¿jawe yoirin ja?,¿qué significa?,flashcards
jakonra mia iwanke,estuviste perfecta.,flashcards
¿minki ea ninkati iitai?,¿acaso me estás escuchando?,flashcards
janra bewa ninkatai,ella entiende la música.,flashcards
¿jawerano mia yakakasai?,¿dónde te quieres sentar?,flashcards
enra yoiti atipanyamake,no puedo explicarlo tampoco.,flashcards
nokon papanra jotiai,mi padre fuma.,flashcards
tom yokawe,pregúntale a tom.,flashcards
¿neskara jax paxkinarin mia?,¿estás cansada de vivir?,flashcards
ani nokantakempi eiro pikamanti.,"oye, ya te dije que no me mates.",cuentos
nenora en piai,comeré aquí.,flashcards
jainmacha piwe,come más despacio.,flashcards
matsicha riki,está nevando.,flashcards
jatibira onanbires iki,todos son artistas.,flashcards
maton tom oina,vieron a tom.,flashcards
jainmara ea ibake,estaba equivocado.,flashcards
ninkatai iwe,sé tolerante.,flashcards
¿raroshamanrin ja kopi mia?,¿estás feliz con eso?,flashcards
"minra ayamake, ¿ikon?","perdiste, ¿verdad?",flashcards
joayara yamaibakanke,no tenían rosas.,flashcards
minra xeteyamai,no matarás.,flashcards
janra tee jeneibake,él renunció.,flashcards
yokaresi riki ea,solo pregunto.,flashcards
kikini paenara ibake,estaba muy borracho.,flashcards
¿mia bewai?,¿vas a cantar?,flashcards
enra mia ninkareseai,yo sólo te escucho.,flashcards
jara jain ike,ella debutó.,flashcards
shinainbakanke yamekirishaman peokanti,acordaron empezar temprano.,flashcards
¿jakonki ika?,¿fue interesante?,flashcards
eara westiora joni iki,soy una persona.,flashcards
jakomara noa ibake,estábamos heridos.,flashcards
jainmacha kawe,vaya despacio.,flashcards
¿min ea oinai?,¿me ves?,flashcards
eara potanankasai,quiero divorciarme.,flashcards
rake jaweki riki,daba mucho miedo.,flashcards
tomra choronke,tom saltó.,flashcards
―nojataiteta nainti.,"―mejor, voy solo.",cuentos
eara yosicha iki,soy suficientemente mayor.,flashcards
¿min ninkata ja jawekibo?,¿entendés la diferencia?,flashcards
nonra walfles ake,hicimos waffles.,flashcards
tomra onisa iki,tom está triste.,flashcards
eara frances iki,soy francés.,flashcards
¡kikin ani!,¡qué incordio!,flashcards
tomanra sikonto keyoke,tom terminó segundo.,flashcards
tomanra akinai,tom ayudará.,flashcards
tom betanra ea yoyo iti jake,debería hablar con tom.,flashcards
eara bakish joti atipanke,puedo venir mañana.,flashcards
jakomara iti iki,eso sería inadecuado.,flashcards
ikenkitsati aparoni shinkirontsiki.,se cuenta que en un tiempo.,cuentos
jainra noa jakon iti iki,allí estaríamos seguros.,flashcards
yora iriori atiri ikanti:,el hombre respondió:,cuentos
mato pari,ustedes primero.,flashcards
¿min tanakasai?,¿quieres probarlo?,flashcards
jatibitian mia paena iki,siempre estás borracho.,flashcards
enra mia noike,te quería mucho.,flashcards
pisha riki ja,eso es plástico.,flashcards
¿min xeteyamai?,¿hueles algo?,flashcards
¿en mia westiora jaweki yoiti atipana?,¿puedo hacer una sugerencia?,flashcards
jakoinra iwanke,fue fantástico.,flashcards
¿sinati jisamarin?,¿acaso no es molesto?,flashcards
"jainra min shinan ibake, tom","tenías razón, tom.",flashcards
kafe bitanwe,ve a traer café.,flashcards
ichabires koiramekanwe,tengan mucho cuidado.,flashcards
oira beribati jisa iki,pronto lloverá.,flashcards
jara yoyo ikai,ella está hablando.,flashcards
¡osanti yoirin mia!,¡estás bromeando!,flashcards
jakonaxki jikikana,entraron cautelosamente.,flashcards
xobonra iwanke,estaba en casa.,flashcards
eara kati jake,debería largarme.,flashcards
enra joe ointi atipanke.,puedo ver la luz.,flashcards
ja riki,es ese.,flashcards
tomra raroshaman ibake,tom estaba feliz.,flashcards
¿jawetianki nokotai?,¿cuándo llega?,flashcards
noara jaskaakin akanaya iti jake,necesitamos pruebas.,flashcards
tsoabira jayamai,ninguno sobrevivirá.,flashcards
jara basiai,esto lleva tiempo.,flashcards
atikoma jaweki,¡qué confusión!,flashcards
¿mato kirinko joni iki?,¿son estadounidenses?,flashcards
miara jainmabires iki,estás siendo evasivo.,flashcards
kikin kapora iti iki,eso sería excelente.,flashcards
mananra yankon iki,la montaña es verde.,flashcards
jainra joai,aquí viene.,flashcards
jara rusoain yoyo ikai,él habla ruso.,flashcards
shinankasira ea iwanke,quería recordar.,flashcards
¿jainbi itina?,¿es privado?,flashcards
enra mia akinai,cuenta conmigo.,flashcards
¡eara jaya iki!,¡lo tengo!,flashcards
tenista riki ea,soy tenista.,flashcards
tomra moa oinkana iki,tom está bajo sospecha.,flashcards
¿min jato oinmati atipana?,¿puedes demostrarlo?,flashcards
oinkin jenewe,deja de mirar.,flashcards
¡westiora sere!,¡un segundo!,flashcards
noara wetsa joni kenai,necesitamos otro miembro.,flashcards
enra kimisha ora manake,esperé tres horas.,flashcards
seneanti jawekira min yoibake,hiciste una promesa.,flashcards
―eiro poijatana.,―no me sigas.,cuentos
enra ake,lo hice yo.,flashcards
taxnata yoyo aban,leo la etiqueta.,flashcards
¿mia nato yamekiri pia?,¿desayunaste esta mañana?,flashcards
nokona riki,es mío.,flashcards
neno keras jawekibo potayamawe,no tires basura aquí.,flashcards
tomra ibake wetsa jaweki shinani,tom estaba confundido.,flashcards
korikira yokake,pidió el dinero.,flashcards
westiora bata sawewe,ponte una bata.,flashcards
¿min pia?,¿has comido?,flashcards
axeamis oini ka,visitó al profesor.,flashcards
¿xanarin jaki?,¿hace calor por allá?,flashcards
bakishra matsiai,probablemente mañana nevará.,flashcards
metsara ike,fue emocionante.,flashcards
wishaboira ea kaibake,fui enmarcado.,flashcards
enra wetsakeskaakin ati onanyamake,no sé diferenciarlos.,flashcards
¿jaweki en piti ja?,¿qué postre debería tomar?,flashcards
¿tomanki ransati onana?,¿tom sabe bailar?,flashcards
raroshaman iti nete,eran tiempos felices.,flashcards
nenora tom teetai,tom trabaja acá.,flashcards
ja jawekibora en yoiyai,reconsideraré el asunto.,flashcards
ponte shinan ayamai,qué negativo eres.,flashcards
bakeyakasira ike,quería tener hijos.,flashcards
tomanra ja ikai manaibake,tom esperó su turno.,flashcards
tomasra ransai iki,tomás está bailando.,flashcards
jakoinra tom winota,tom la pasó genial.,flashcards
¡jawebira en ayamake!,¡no hice nada!,flashcards
keyotiainra en kananke,terminé ganando.,flashcards
¿bakishki bariai?,¿mañana hará sol?,flashcards
tomra manoke,tom desapareció.,flashcards
mia pari,tú primera.,flashcards
rama kareswe,ahora continúa.,flashcards
yantanra ea kai,voy tarde.,flashcards
¿min ea retekasai?,¿quieres matarme?,flashcards
¡koshi yoyo iwe!,¡hable más fuerte!,flashcards
eara ja yoyo ikai ninkakasai,quiero escucharlo de vos.,flashcards
ichaira onpaxra non akai,usamos mucha agua.,flashcards
minki onana,tú la conoces.,flashcards
¿min ninkakasai ea bewai?,¿quieres oírme cantar?,flashcards
kikini sinata riki ea,estoy totalmente furioso.,flashcards
ichara ninkayamakanke,muchos fueron rechazados.,flashcards
jaskaakin akanaya riki ea,tengo evidencia.,flashcards
¿maton yoyo ati kenrin?,¿les gusta estudiar?,flashcards
min kananpain riki,espero que ganes.,flashcards
¿jawetianki noa nokoti kai?,¿cuándo llegaremos?,flashcards
enra biai,lo compraré.,flashcards
¿mia korikiya ikasai?,¿quieres ser rico?,flashcards
tomanra meskokeska jaweki beke,tom llegó acarreando algo.,flashcards
tsonki yoiya,alguien intervino.,flashcards
jakon riki,es perfecto.,flashcards
¿tsoaki en yoiti ja?,¿a quién debería informar?,flashcards
enra mia manati atipanyamake,no puedo esperarte.,flashcards
ea bicho riki,estoy soltero.,flashcards
enra mia nokoke,te encontré.,flashcards
yonayarin mia,tienes fiebre.,flashcards
neri bewe,tráelo aquí.,flashcards
miara ichaira teetai,trabajas mucho.,flashcards
tsoaki jain iki,hay alguien allá.,flashcards
jakoinra vino,es un buen vino.,flashcards
¡jatibitian mia yoyo ikai!,¡siempre te estás quejando!,flashcards
enra onanke,yo lo sé.,flashcards
―ari ipokaji notomi akabee.,"―ya llegó mi hijo, hija mía.",cuentos
¿jakorin ea?,¿luzco bien?,flashcards
neno riki,aquí está.,flashcards
¿jaweki naman winota?,¿qué pasó allá abajo?,flashcards
janra gafasbo boai,él lleva gafas.,flashcards
¿min nato oinkasai?,¿quieres ver este programa?,flashcards
cafera ea kenai,quiero café.,flashcards
xepotiainxon kenakanai,llaman a la puerta.,flashcards
enra akinti atipanke,puedo compartir.,flashcards
¿min ikoanti atipana?,¿podés creerlo?,flashcards
¿tomki tsiniresi iki?,¿tom sigue jugando?,flashcards
jainra ea yamekirishoko nokoibake,llegué allá demasiado temprano.,flashcards
eara ransakas iki,me gusta bailar.,flashcards
westiora yoyo ati kirikara en yoyo awanke,yo leí un libro.,flashcards
¿minra ea jakomaresai?,¿me estás arremedando?,flashcards
¡oxakasi riki ea!,¡tengo sueño!,flashcards
ebe kawe,camina conmigo.,flashcards
minra icha piamake,no almorzaste mucho.,flashcards
eara paxkina iki,estoy extenuado.,flashcards
enra mia onanyamake,no nos conocemos.,flashcards
enra xabati akin jeneai,te dejaré libre.,flashcards
eara yoyo iti atipanyamake,no puedo quejarme.,flashcards
enra motian jawekibo ika shinanai,recuerdo aquellos tiempos.,flashcards
¿min frances onana?,¿sabes francés?,flashcards
¿ea ninkatiki mia ika?,¿acaso me estás escuchando?,flashcards
¿enkaiki ja yoiyama?,¿acaso no mencioné eso?,flashcards
¿minki yame ebe piai?,¿cenarías conmigo?,flashcards
tomra chopaoma jishtenwanke,tom despertó desnudo.,flashcards
nokon poira jakoma iki,mi hermana es idiota.,flashcards
¿jaweranoki mato ja?,¿dónde viven?,flashcards
koshima riki ea,no soy fuerte.,flashcards
eara metsaira jaweki wishake,escribo versos.,flashcards
nato tanawe,prueba esto.,flashcards
janra kora boai,él lleva sombrero.,flashcards
rama en shinanai,ahora recuerdo.,flashcards
nonra bike,lo tenemos.,flashcards
ikon riki,sé que es verdad.,flashcards
minra peoti jake,deberíais empezar.,flashcards
jaskataxra ike,algo sucedió.,flashcards
¿jawekeskaakinki en akinti atipana?,¿cómo puedo ayudar?,flashcards
enra jawebi yoiyamai,sin comentarios.,flashcards
¿jainbirin mia?,¿todavía estás ahí?,flashcards
tomra jakoinra iwanke,tom parecía agradable.,flashcards
nenobi banewe,quédate aquí.,flashcards
jakon riki ea,estoy calmado.,flashcards
tomra bewai,tom canta.,flashcards
kikin onis riki,realmente es muy triste.,flashcards
min ati atipana,puedes hacerlo.,flashcards
eara teekasai,quiero trabajar.,flashcards
¿ja yameki jawe winota?,¿qué pasó esa noche?,flashcards
jawe joneirin mia,estás ocultando algo.,flashcards
oke kawe moa,muévase ya.,flashcards
jaskatax nokoti ea meniwe,dame el mapa.,flashcards
jara portugues yoyo ikai,él habla portugués.,flashcards
minra ea rabinmaresai,me estás avergonzando.,flashcards
mia jakon iki,es feliz.,flashcards
enra mia oimai,te mostraré.,flashcards
ikarajetiri ari ibetsajetapakari maaroni saikajeitatsiri.,saludó a todos los que estaban en la casa.,cuentos
¿mia nenoax pikokasai?,¿quieres salir de aquí?,flashcards
tsotsoa riki,está chupado.,flashcards
icha yoyo ati kirikaya,tienes muchos libros.,flashcards
minki ea amakashamai,me estás evitando.,flashcards
"jakomawe, oyoai","púdrete, mamón.",flashcards
kikin raroshamanra ibake,estaba muy feliz.,flashcards
tomanki yoiya,tom decidió.,flashcards
noa chopa meniwe,nos da ropa.,flashcards
bakishra ja joribai,él vendrá mañana.,flashcards
¿jawe akasiki iwana?,¿qué pretendía?,flashcards
tomra jainmabires ibake,tom estaba equivocado.,flashcards
tom riki westiora winota jaweki,tom es una leyenda.,flashcards
ari yakanakeri ikantiri eiro amatorotsi.,pero él respondió que no podían hacerlo.,cuentos
rabebira jainmabires iki,ambas están equivocadas.,flashcards
¿tomanki mia ninkawana?,¿tom te escuchó?,flashcards
―isari eriro pisampitana.,―no me preguntes.,cuentos
mesko jawekibora en yoyo akai,leo muchas novelas.,flashcards
eara oinyamakanke,me ignoraron.,flashcards
domingonira ea jawe atioma iki.,estoy libre el domingo.,flashcards
miara yatemeta banetai,quedas arrestado.,flashcards
okantitari irikonkiri:,entonces dijo a su suegro:,cuentos
¿jawe ribi mia maxkata?,¿qué más necesitas?,flashcards
westiora serebicho mia jake,sólo vives una vez.,flashcards
ari meka osampitiri:,entonces ella le preguntó:,cuentos
min ea ninkati jake,debe perdonarme.,flashcards
kikin yankonra iwanke,era verde oscuro.,flashcards
tomra winibake,tom llorará.,flashcards
jain ea manawe,espera ahí.,flashcards
jakomaakin akai,eres incompetente.,flashcards
eara jakomakanke,me demandaron.,flashcards
naman bonon ikanwe,vayamos abajo.,flashcards
enra ayamai,me niego.,flashcards
jawe yama,cero rollo.,flashcards
jaki ribi jowe,regresa pronto.,flashcards
¿en piti atipana?,¿puedo comer algo?,flashcards
buitree yame iwana,buitreé anoche.,flashcards
enra nato wetsa keskaakin atipanyamake.,no puedo cambiar esto.,flashcards
netemakana ibake,estábamos encallados.,flashcards
janomain noa joneti atipana?,¿dónde deberíamos escondernos?,flashcards
jatibitianra mia yoyo ikai,siempre te estás quejando.,flashcards
ja riki,eso es.,flashcards
¿min jatibi ninkata?,¿entiendes todo?,flashcards
iriotake añaantariri meeka keniri tee intsameete irinti peranti.,por eso ahora el perezoso no trabaja.,cuentos
miara kikini teetai,trabajas duro.,flashcards
mato mayati ja,deben morir.,flashcards
enra mia kenai,te llamaré.,flashcards
metsashamanra iti jake,debería ser divertido.,flashcards
chankata riki ea,estoy parado.,flashcards
¿jawetio basirin ea?,¿cuánto tiempo tengo?,flashcards
"mary, ¿decenterin mia?","mary, ¿estás decente?",flashcards
¡jakomati yoyo ikai!,¡qué grosero!,flashcards
¿mia kafe kenresai?,¿no quiere más café?,flashcards
nato yoyo awe,memoriza esto.,flashcards
eara rateta ike,estaba impresionada.,flashcards
¡jawekeskarin! ¿jawekeskarin mia?,¡hola! ¿qué tal estás?,flashcards
icha seneanti jawekibo,pone muchos deberes.,flashcards
en mia jaskaakin boti axeati atipanke,puedo enseñarte a manejar.,flashcards
kikin jakoma riki mia,claramente estás mal.,flashcards
¿mia ebe raenanai ikasai?,¿quieres ser mi amigo?,flashcards
enra janso akai,lo regañaré.,flashcards
¿kati yoikana riki ea?,¿tengo permiso?,flashcards
yoyo ati kirika wishakanwe,escribe libros.,flashcards
tomanra jakon aki yoake,tom cocina bien.,flashcards
piamai riki ea,estoy ayunando.,flashcards
nonra jato akinai,nosotros ayudaremos.,flashcards
eara eabicho ikasai,solo quiero ser libre.,flashcards
¿jakonrin mia ebe?,¿estás de acuerdo conmigo?,flashcards
¿minki ikoanyamai?,¿no lo crees?,flashcards
"jen jen, jaskara riki","sí, ciertamente.",flashcards
¿jawe benaki yama?,¿nada nuevo?,flashcards
tomasninra ea ninkawanke,tomás me escuchó.,flashcards
akanai oinresai,soy confiable.,flashcards
enra mia ja kenai onanke,sé lo que quieres.,flashcards
jara manoke,ella desapareció.,flashcards
¿min kenrin oi?,¿te gusta la lluvia?,flashcards
nonra osanke,nos divertimos.,flashcards
¿mia bakish joai?,¿volverás mañana?,flashcards
sere senen nokotai,llega siempre a tiempo.,flashcards
ichaira teekanai,trabajan mucho.,flashcards
¡westiora ea kenai!,¡quiero una!,flashcards
westiora autoyares noa ipain,ojalá tuviéramos un auto.,flashcards
eara kanankasai,quiero ganar.,flashcards
